parent id	parent name	child id	child name
FMA11344	bones of left foot	FMA73087	metatarsal bones of left foot
FMA73087	metatarsal bones of left foot	FMA24512	left third metatarsal bone
FMA73087	metatarsal bones of left foot	FMA24510	left second metatarsal bone
FMA73087	metatarsal bones of left foot	FMA24516	left fifth metatarsal bone
FMA73087	metatarsal bones of left foot	FMA24508	left first metatarsal bone
FMA73087	metatarsal bones of left foot	FMA24514	left fourth metatarsal bone
FMA11344	bones of left foot	FMA60340	left third toe
FMA60340	left third toe	FMA32645	middle phalanx of left third toe
FMA60340	left third toe	FMA32637	proximal phalanx of left third toe
FMA60340	left third toe	FMA32655	distal phalanx of left third toe
FMA11344	bones of left foot	FMA60344	left little toe
FMA60344	left little toe	FMA32659	distal phalanx of left little toe
FMA60344	left little toe	FMA32641	proximal phalanx of left little toe
FMA60344	left little toe	FMA230988	middle phalanx of left little toe
FMA11344	bones of left foot	FMA24529	left cuboid bone
FMA11344	bones of left foot	FMA60336	left big toe
FMA60336	left big toe	FMA32651	distal phalanx of left big toe
FMA60336	left big toe	FMA43254	proximal phalanx of left big toe
FMA11344	bones of left foot	FMA24524	left intermediate cuneiform bone
FMA11344	bones of left foot	FMA60342	left fourth toe
FMA60342	left fourth toe	FMA32639	proximal phalanx of left fourth toe
FMA60342	left fourth toe	FMA32657	distal phalanx of left fourth toe
FMA60342	left fourth toe	FMA32647	middle phalanx of left fourth toe
FMA11344	bones of left foot	FMA24522	left medial cuneiform bone
FMA11344	bones of left foot	FMA24501	navicular bone of left foot
FMA11344	bones of left foot	FMA60338	left second toe
FMA60338	left second toe	FMA32643	middle phalanx of left second toe
FMA60338	left second toe	FMA32653	distal phalanx of left second toe
FMA60338	left second toe	FMA32635	proximal phalanx of left second toe
FMA11344	bones of left foot	FMA24483	left talus
FMA11344	bones of left foot	FMA45098	sesamoid bone of left foot
FMA11344	bones of left foot	FMA24526	left lateral cuneiform bone
FMA11344	bones of left foot	FMA24498	left calcaneus
FMA24883	left free lower limb	FMA24981	left leg
FMA24981	left leg	newnode7617200	left calcaneal tendon
FMA24981	left leg	newnode826822	muscles of left leg
newnode826822	muscles of left leg	newnode9528756	muscle of anterior compartment of left leg
newnode9528756	muscle of anterior compartment of left leg	newnode409652	left tibialis anterior
newnode9528756	muscle of anterior compartment of left leg	newnode6850518	left fibularis tertius
newnode9528756	muscle of anterior compartment of left leg	newnode5525307	left extensor digitorum longus
newnode9528756	muscle of anterior compartment of left leg	newnode7377162	left extensor hallucis longus
newnode826822	muscles of left leg	newnode5693429	muscle of lateral compartment of left leg
newnode5693429	muscle of lateral compartment of left leg	newnode8329116	left fibularis longus
newnode5693429	muscle of lateral compartment of left leg	newnode5123935	left fibularis brevis
newnode826822	muscles of left leg	newnode7961439	muscle of posterior compartment of left leg
newnode7961439	muscle of posterior compartment of left leg	newnode4175477	deep muscle of posterior compartment of left leg
newnode4175477	deep muscle of posterior compartment of left leg	newnode7601519	left flexor digitorum longus
newnode4175477	deep muscle of posterior compartment of left leg	newnode3750813	left tibialis posterior
newnode4175477	deep muscle of posterior compartment of left leg	newnode9316343	left popliteus
newnode4175477	deep muscle of posterior compartment of left leg	newnode9895321	left flexor hallucis longus
newnode7961439	muscle of posterior compartment of left leg	newnode1687989	superficial muscle of posterior compartment of left leg
newnode1687989	superficial muscle of posterior compartment of left leg	newnode4840238	left soleus
newnode1687989	superficial muscle of posterior compartment of left leg	newnode5952599	left plantaris
newnode1687989	superficial muscle of posterior compartment of left leg	newnode8658118	left gastrocnemius
newnode8658118	left gastrocnemius	newnode1998715	medial head of left gastrocnemius
newnode8658118	left gastrocnemius	newnode4759616	lateral head of left gastrocnemius
FMA24981	left leg	newnode1905369	bones of left leg
newnode1905369	bones of left leg	FMA24478	left tibia
newnode1905369	bones of left leg	FMA24481	left fibula
FMA24981	left leg	FMA35193	interosseous membrane of left leg
FMA7482	musculoskeletal system	newnode900547	head and neck
newnode900547	head and neck	FMA9616	muscles of head
FMA9616	muscles of head	newnode1103498	muscles of skull
newnode1103498	muscles of skull	FMA46825	mentalis
FMA46825	mentalis	FMA46827	left mentalis (available in BP3D 3.0)
FMA46825	mentalis	FMA46826	right mentalis (available in BP3D 3.0)
newnode1103498	muscles of skull	newnode6314059	corrugator supercili
newnode6314059	corrugator supercili	FMA46796	right corrugator supercilii (available in BP3D 3.0)
newnode6314059	corrugator supercili	FMA46797	left corrugator supercilii (available in BP3D 3.0)
newnode1103498	muscles of skull	FMA49006	temporalis
FMA49006	temporalis	FMA49007	right temporalis (available in BP3D 3.0)
FMA49006	temporalis	FMA49008	left temporalis (available in BP3D 3.0)
newnode1103498	muscles of skull	FMA46757	frontalis
FMA46757	frontalis	FMA46760	left frontalis (available in BP3D 3.0)
FMA46757	frontalis	FMA46759	right frontalis (available in BP3D 3.0)
newnode1103498	muscles of skull	FMA46758	occipitalis
FMA46758	occipitalis	FMA46762	left occipitalis (available in BP3D 3.0)
FMA46758	occipitalis	FMA46761	right occipitalis (available in BP3D 3.0)
newnode1103498	muscles of skull	FMA49020	upper head of lateral pterygoid
FMA49020	upper head of lateral pterygoid	FMA49024	upper head of right lateral pterygoid (available in BP3D 3.0)
FMA49020	upper head of lateral pterygoid	FMA49025	upper head of left lateral pterygoid (available in BP3D 3.0)
newnode1103498	muscles of skull	FMA46753	temporoparietalis
FMA46753	temporoparietalis	FMA46763	right temporoparietalis (available in BP3D 3.0)
FMA46753	temporoparietalis	FMA46764	left temporoparietalis (available in BP3D 3.0)
newnode1103498	muscles of skull	FMA49021	lower head of lateral pterygoid
FMA49021	lower head of lateral pterygoid	FMA49023	lower head of left lateral pterygoid (available in BP3D 3.0)
FMA49021	lower head of lateral pterygoid	FMA49022	lower head of right lateral pterygoid (available in BP3D 3.0)
FMA9616	muscles of head	FMA46726	muscles of palate
FMA46726	muscles of palate	FMA46730	tensor veli palatini
FMA46730	tensor veli palatini	FMA46731	right tensor veli palatini
FMA46730	tensor veli palatini	FMA46732	left tensor veli palatini
FMA46726	muscles of palate	FMA46727	levator veli palatini
FMA46727	levator veli palatini	FMA46729	left levator veli palatini
FMA46727	levator veli palatini	FMA46728	right levator veli palatini
FMA46726	muscles of palate	FMA46733	uvular muscle
FMA9616	muscles of head	FMA46751	muscles of face
FMA46751	muscles of face	FMA49033	extra-ocular muscle
FMA49033	extra-ocular muscle	FMA49035	superior rectus
FMA49035	superior rectus	FMA49045	left superior rectus
FMA49035	superior rectus	FMA49044	right superior rectus
FMA49033	extra-ocular muscle	FMA49040	inferior oblique
FMA49040	inferior oblique	FMA49050	right inferior oblique
FMA49040	inferior oblique	FMA49051	left inferior oblique
FMA49033	extra-ocular muscle	FMA49038	lateral rectus
FMA49038	lateral rectus	FMA49054	right lateral rectus
FMA49038	lateral rectus	FMA49055	left lateral rectus
FMA49033	extra-ocular muscle	FMA49036	inferior rectus
FMA49036	inferior rectus	FMA49046	right inferior rectus
FMA49036	inferior rectus	FMA49047	left inferior rectus
FMA49033	extra-ocular muscle	FMA49041	levator palpebrae superioris
FMA49041	levator palpebrae superioris	FMA49049	left levator palpebrae superioris
FMA49041	levator palpebrae superioris	FMA49048	right levator palpebrae superioris
FMA49033	extra-ocular muscle	FMA49039	superior oblique
FMA49039	superior oblique	FMA49053	left superior oblique
FMA49039	superior oblique	FMA49052	right superior oblique
FMA49033	extra-ocular muscle	FMA49037	medial rectus
FMA49037	medial rectus	FMA49056	right medial rectus
FMA49037	medial rectus	FMA49057	left medial rectus
FMA46751	muscles of face	newnode4697045	pterygoid
newnode4697045	pterygoid	FMA49013	left medial pterygoid (available in BP3D 3.0)
newnode4697045	pterygoid	FMA49012	right medial pterygoid (available in BP3D 3.0)
FMA46751	muscles of face	FMA46777	depressor septi nasi
FMA46777	depressor septi nasi	FMA55609	left depressor septi nasi (available in BP3D 3.0)
FMA46777	depressor septi nasi	FMA55608	right depressor septi nasi (available in BP3D 3.0)
FMA46751	muscles of face	FMA46770	nasalis
FMA46770	nasalis	FMA55606	right nasalis (available in BP3D 3.0)
FMA46770	nasalis	FMA55607	left nasalis (available in BP3D 3.0)
FMA46751	muscles of face	FMA46810	zygomaticus major
FMA46810	zygomaticus major	FMA46812	right zygomaticus major (available in BP3D 3.0)
FMA46810	zygomaticus major	FMA46813	left zygomaticus major (available in BP3D 3.0)
FMA46751	muscles of face	FMA46841	orbicularis oris (available in BP3D 3.0)
FMA46751	muscles of face	FMA46802	levator labii superioris alaeque nasi
FMA46802	levator labii superioris alaeque nasi	FMA46804	left levator labii superioris alaeque nasi (available in BP3D 3.0)
FMA46802	levator labii superioris alaeque nasi	FMA46803	right levator labii superioris alaeque nasi (available in BP3D 3.0)
FMA46751	muscles of face	FMA46828	depressor anguli oris
FMA46828	depressor anguli oris	FMA46830	left depressor anguli oris (available in BP3D 3.0)
FMA46828	depressor anguli oris	FMA46829	right depressor anguli oris (available in BP3D 3.0)
FMA46751	muscles of face	FMA48996	masseter
FMA48996	masseter	FMA49000	superficial part of masseter
FMA49000	superficial part of masseter	FMA49002	superficial part of left masseter (available in BP3D 3.0)
FMA49000	superficial part of masseter	FMA49001	superficial part of right masseter (available in BP3D 3.0)
FMA48996	masseter	FMA49003	deep part of masseter
FMA49003	deep part of masseter	FMA49004	deep part of right masseter (available in BP3D 3.0)
FMA49003	deep part of masseter	FMA49005	deep part of left masseter (available in BP3D 3.0)
FMA46751	muscles of face	FMA46834	buccinator
FMA46834	buccinator	FMA46836	left buccinator (available in BP3D 3.0)
FMA46834	buccinator	FMA46835	right buccinator (available in BP3D 3.0)
FMA46751	muscles of face	FMA46838	risorius
FMA46838	risorius	FMA46840	left risorius (available in BP3D 3.0)
FMA46838	risorius	FMA46839	right risorius (available in BP3D 3.0)
FMA46751	muscles of face	FMA46822	levator anguli oris
FMA46822	levator anguli oris	FMA46823	right levator anguli oris (available in BP3D 3.0)
FMA46822	levator anguli oris	FMA46824	left levator anguli oris (available in BP3D 3.0)
FMA46751	muscles of face	FMA46779	orbicularis oculi
FMA46779	orbicularis oculi	FMA46781	orbital part of orbicularis oculi
FMA46781	orbital part of orbicularis oculi	FMA46782	orbital part of right orbicularis oculi (available in BP3D 3.0)
FMA46781	orbital part of orbicularis oculi	FMA46783	orbital part of left orbicularis oculi (available in BP3D 3.0)
FMA46779	orbicularis oculi	FMA46784	palpebral part of orbicularis oculi
FMA46784	palpebral part of orbicularis oculi	FMA46785	palpebral part of right orbicularis oculi (available in BP3D 3.0)
FMA46784	palpebral part of orbicularis oculi	FMA46786	palpebral part of left orbicularis oculi (available in BP3D 3.0)
FMA46751	muscles of face	FMA46816	depressor labii inferioris
FMA46816	depressor labii inferioris	FMA46817	right depressor labii inferioris (available in BP3D 3.0)
FMA46816	depressor labii inferioris	FMA46818	left depressor labii inferioris (available in BP3D 3.0)
FMA46751	muscles of face	FMA46769	procerus
FMA46769	procerus	FMA55610	right procerus (available in BP3D 3.0)
FMA46769	procerus	FMA55611	left procerus (available in BP3D 3.0)
FMA46751	muscles of face	FMA46805	levator labii superioris
FMA46805	levator labii superioris	FMA46807	left levator labii superioris (available in BP3D 3.0)
FMA46805	levator labii superioris	FMA46806	right levator labii superioris (available in BP3D 3.0)
FMA46751	muscles of face	FMA46811	zygomaticus minor
FMA46811	zygomaticus minor	FMA46815	left zygomaticus minor (available in BP3D 3.0)
FMA46811	zygomaticus minor	FMA46814	right zygomaticus minor (available in BP3D 3.0)
FMA9616	muscles of head	FMA46689	muscles of tongue
FMA46689	muscles of tongue	FMA46699	extrinsic muscle of tongue
